task,type,start,end,duration_ms
ksoftirqd/0,RUN,9664.897863,9664.897874,0.011000
ksoftirqd/0,RUN,9665.658707,9665.658723,0.016000
ksoftirqd/0,RUN,9666.183641,9666.183656,0.015000
ksoftirqd/0,RUN,9666.517863,9666.517866,0.003000
ksoftirqd/0,SLEEP,9664.897874,9665.658707,760.833000
ksoftirqd/0,SLEEP,9665.658723,9666.183641,524.918000
ksoftirqd/0,SLEEP,9666.183656,9666.517863,334.207000
ksoftirqd/1,RUN,9664.345655,9664.345661,0.006000
ksoftirqd/1,RUN,9664.832667,9664.832681,0.014000
ksoftirqd/1,RUN,9664.850631,9664.850642,0.011000
ksoftirqd/1,RUN,9665.162633,9665.162638,0.005000
ksoftirqd/1,RUN,9665.678629,9665.678643,0.014000
ksoftirqd/1,RUN,9665.727625,9665.727641,0.016000
ksoftirqd/1,RUN,9665.796622,9665.796632,0.010000
ksoftirqd/1,RUN,9665.829616,9665.829625,0.009000
ksoftirqd/1,RUN,9666.072610,9666.072618,0.008000
ksoftirqd/1,RUN,9666.126626,9666.126631,0.005000
ksoftirqd/1,RUN,9666.323605,9666.323610,0.005000
ksoftirqd/1,RUN,9666.494617,9666.494627,0.010000
ksoftirqd/1,SLEEP,9664.345661,9664.832667,487.006000
ksoftirqd/1,SLEEP,9664.832681,9664.850631,17.950000
ksoftirqd/1,SLEEP,9664.850642,9665.162633,311.991000
ksoftirqd/1,SLEEP,9665.162638,9665.678629,515.991000
ksoftirqd/1,SLEEP,9665.678643,9665.727625,48.982000
ksoftirqd/1,SLEEP,9665.727641,9665.796622,68.981000
ksoftirqd/1,SLEEP,9665.796632,9665.829616,32.984000
ksoftirqd/1,SLEEP,9665.829625,9666.072610,242.985000
ksoftirqd/1,SLEEP,9666.072618,9666.126626,54.008000
ksoftirqd/1,SLEEP,9666.126631,9666.323605,196.974000
ksoftirqd/1,SLEEP,9666.323610,9666.494617,171.007000
ksoftirqd/2,RUN,9664.417647,9664.417653,0.006000
ksoftirqd/3,RUN,9664.829648,9664.829658,0.010000
ksoftirqd/4,RUN,9665.410749,9665.410758,0.009000
ksoftirqd/5,RUN,9664.282699,9664.282709,0.010000
ksoftirqd/5,RUN,9664.308667,9664.308686,0.019000
ksoftirqd/5,RUN,9665.726656,9665.726706,0.050000
ksoftirqd/5,RUN,9665.907718,9665.907733,0.015000
ksoftirqd/5,RUN,9666.095612,9666.095618,0.006000
ksoftirqd/5,SLEEP,9664.282709,9664.308667,25.958000
ksoftirqd/5,SLEEP,9664.308686,9665.726656,1417.970000
ksoftirqd/5,SLEEP,9665.726706,9665.907718,181.012000
ksoftirqd/5,SLEEP,9665.907733,9666.095612,187.879000
ksoftirqd/7,RUN,9664.401644,9664.401651,0.007000
ksoftirqd/7,RUN,9664.624669,9664.624678,0.009000
ksoftirqd/7,RUN,9664.695667,9664.695676,0.009000
ksoftirqd/7,RUN,9664.909664,9664.909678,0.014000
ksoftirqd/7,RUN,9665.156656,9665.156666,0.010000
ksoftirqd/7,RUN,9665.446626,9665.446644,0.018000
ksoftirqd/7,RUN,9665.665764,9665.665780,0.016000
ksoftirqd/7,RUN,9666.029649,9666.029668,0.019000
ksoftirqd/7,RUN,9666.107597,9666.107607,0.010000
ksoftirqd/7,RUN,9666.157597,9666.157617,0.020000
ksoftirqd/7,SLEEP,9664.401651,9664.624669,223.018000
ksoftirqd/7,SLEEP,9664.624678,9664.695667,70.989000
