
================== SCHEDULATORE CRONOLOGICO ==================
TEMPO (s)       | EVENTO
---------------------------------------------------------------------------

..............................................................
2442.391940     | [NUOVO PERIODO] Task Activity_1 Inizia [Period=1800 ms, Deadline=1800]
2442.391964     | [WAKEUP SCED.]  Task Activity_2 viene svegliato dal kernel.

..............................................................
2442.391976     | [NUOVO PERIODO] Task Activity_2 Inizia [Period=800 ms, Deadline=800]
2442.392596     | [WAKEUP SCED.]  Task Activity_1 viene svegliato dal kernel.
2442.392596     | [WAKEUP SCED.]  Task Activity_2 viene svegliato dal kernel.
2442.392597     | [WAKEUP SCED.]  Task Activity_1 viene svegliato dal kernel.
2442.392598     | [WAKEUP SCED.]  Task Activity_2 viene svegliato dal kernel.
2442.426494     | [WAKEUP SCED.]  Task Activity_1 viene svegliato dal kernel.
2442.426558     | [CPU DISPATCH]  Task Activity_1 entra in esecuzione fisica.
2442.437217     | [WAKEUP SCED.]  Task Activity_1 viene svegliato dal kernel.
2442.442771     | [WAKEUP SCED.]  Task Activity_1 viene svegliato dal kernel.
2442.442772     | [PREEMPT]       Task Activity_1 interrotto temporaneamente.
2442.442802     | [CPU DISPATCH]  Task Activity_1 entra in esecuzione fisica.
2442.443105     | [WAKEUP SCED.]  Task Activity_1 viene svegliato dal kernel.
2442.443106     | [PREEMPT]       Task Activity_1 interrotto temporaneamente.
2442.443145     | [CPU DISPATCH]  Task Activity_1 entra in esecuzione fisica.
2442.443152     | [WAKEUP SCED.]  Task Activity_1 viene svegliato dal kernel.
2442.443153     | [PREEMPT]       Task Activity_1 interrotto temporaneamente.
2442.443190     | [CPU DISPATCH]  Task Activity_1 entra in esecuzione fisica.
2442.450803     | [WAKEUP SCED.]  Task Activity_2 viene svegliato dal kernel.
2442.578922     | [WAKEUP SCED.]  Task Activity_1 viene svegliato dal kernel.
2442.578923     | [PREEMPT]       Task Activity_1 interrotto temporaneamente.
2442.578953     | [CPU DISPATCH]  Task Activity_1 entra in esecuzione fisica.
2442.579305     | [WAKEUP SCED.]  Task Activity_1 viene svegliato dal kernel.
2442.579305     | [PREEMPT]       Task Activity_1 interrotto temporaneamente.
2442.579344     | [CPU DISPATCH]  Task Activity_1 entra in esecuzione fisica.
2442.579346     | [WAKEUP SCED.]  Task Activity_1 viene svegliato dal kernel.
2442.579346     | [PREEMPT]       Task Activity_1 interrotto temporaneamente.
2442.579390     | [CPU DISPATCH]  Task Activity_1 entra in esecuzione fisica.
2442.631316     | [WAKEUP SCED.]  Task Activity_1 viene svegliato dal kernel.
2442.631317     | [PREEMPT]       Task Activity_1 interrotto temporaneamente.
2442.631357     | [CPU DISPATCH]  Task Activity_1 entra in esecuzione fisica.
2442.705213     | [WAKEUP SCED.]  Task Activity_2 viene svegliato dal kernel.
2442.705335     | [CPU DISPATCH]  Task Activity_2 entra in esecuzione fisica.
2442.706652     | [WAKEUP SCED.]  Task Activity_2 viene svegliato dal kernel.
2442.706653     | [PREEMPT]       Task Activity_2 interrotto temporaneamente.
2442.706744     | [CPU DISPATCH]  Task Activity_2 entra in esecuzione fisica.
2442.706882     | [WAKEUP SCED.]  Task Activity_2 viene svegliato dal kernel.
