
[!] Lettura batch da file: trace_results_app09c_20260318_214345/trace_colonne.txt

================== SCHEDULATORE CRONOLOGICO ==================
TEMPO (s)       | EVENTO
2377.723852     | [DISPATCH] Task Activity_2 prende la CPU
2377.724064     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 1050.611000 ms)
2377.724186     | [DISPATCH] Task Activity_2 prende la CPU
2377.724509     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 1050.934000 ms)
2377.724643     | [DISPATCH] Task Activity_2 prende la CPU
2377.724690     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 1050.981000 ms)
2377.724824     | [DISPATCH] Task Activity_2 prende la CPU
2377.725154     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 1051.311000 ms)
2377.725288     | [DISPATCH] Task Activity_2 prende la CPU
2377.725334     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 1051.357000 ms)
2377.725472     | [DISPATCH] Task Activity_2 prende la CPU
2377.725733     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 1051.618000 ms)
2377.725866     | [DISPATCH] Task Activity_2 prende la CPU
2377.725912     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 1051.664000 ms)
2377.726067     | [DISPATCH] Task Activity_2 prende la CPU
2377.726288     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 1051.885000 ms)
2377.726448     | [DISPATCH] Task Activity_2 prende la CPU
2377.726513     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 1051.950000 ms)
2377.726666     | [DISPATCH] Task Activity_2 prende la CPU
2377.726846     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 1052.130000 ms)
2377.726980     | [DISPATCH] Task Activity_2 prende la CPU
2377.727027     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 1052.177000 ms)
2377.727161     | [DISPATCH] Task Activity_2 prende la CPU
2377.727352     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 1052.368000 ms)
2377.727487     | [DISPATCH] Task Activity_2 prende la CPU
2377.727533     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 1052.414000 ms)
2377.727685     | [DISPATCH] Task Activity_2 prende la CPU
2377.727869     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 1052.598000 ms)
2377.728026     | [DISPATCH] Task Activity_2 prende la CPU
2377.728073     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 1052.645000 ms)
2377.728218     | [DISPATCH] Task Activity_2 prende la CPU
2377.728287     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 1052.714000 ms)
2377.728424     | [DISPATCH] Task Activity_2 prende la CPU
2377.728470     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 1052.760000 ms)
2377.728621     | [DISPATCH] Task Activity_2 prende la CPU
2377.728842     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 1052.981000 ms)
2377.728976     | [DISPATCH] Task Activity_2 prende la CPU
2377.729179     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 1053.184000 ms)
2377.729334     | [DISPATCH] Task Activity_2 prende la CPU
2377.729625     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 1053.475000 ms)
2377.729759     | [DISPATCH] Task Activity_2 prende la CPU
2377.729805     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 1053.521000 ms)
2377.729940     | [DISPATCH] Task Activity_2 prende la CPU
2377.730075     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 1053.656000 ms)
2377.730209     | [DISPATCH] Task Activity_2 prende la CPU
2377.730255     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 1053.702000 ms)
2377.730389     | [DISPATCH] Task Activity_2 prende la CPU
2377.730616     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 1053.929000 ms)
2377.730768     | [DISPATCH] Task Activity_2 prende la CPU
2377.730838     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 1053.999000 ms)
2377.730971     | [DISPATCH] Task Activity_2 prende la CPU
2377.731017     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 1054.045000 ms)
2377.731158     | [DISPATCH] Task Activity_2 prende la CPU
2377.731225     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 1054.112000 ms)
2377.731358     | [DISPATCH] Task Activity_2 prende la CPU
2377.731404     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 1054.158000 ms)
2377.731542     | [DISPATCH] Task Activity_2 prende la CPU
2377.731609     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 1054.225000 ms)
2377.731739     | [DISPATCH] Task Activity_2 prende la CPU
2377.732294     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 1054.780000 ms)
2377.732444     | [DISPATCH] Task Activity_2 prende la CPU
2377.732490     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 1054.826000 ms)
2377.732629     | [DISPATCH] Task Activity_2 prende la CPU
2377.732830     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 1055.027000 ms)
2377.732966     | [DISPATCH] Task Activity_2 prende la CPU
2377.733012     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 1055.073000 ms)
2377.733152     | [DISPATCH] Task Activity_2 prende la CPU
2377.733286     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 1055.207000 ms)
2377.733422     | [DISPATCH] Task Activity_2 prende la CPU
2377.733468     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 1055.253000 ms)
2377.733608     | [DISPATCH] Task Activity_2 prende la CPU
2377.733769     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 1055.414000 ms)
2377.733906     | [DISPATCH] Task Activity_2 prende la CPU
2377.733951     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 1055.459000 ms)
2377.734103     | [DISPATCH] Task Activity_2 prende la CPU
2377.734231     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 1055.587000 ms)
2377.734343     | [DISPATCH] Task Activity_2 prende la CPU
2377.734642     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 1055.886000 ms)
2377.734777     | [DISPATCH] Task Activity_2 prende la CPU
2377.734824     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 1055.933000 ms)
2377.734961     | [DISPATCH] Task Activity_2 prende la CPU
2377.736633     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 1057.605000 ms)
2377.736752     | [DISPATCH] Task Activity_2 prende la CPU
2377.737147     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 1058.000000 ms)
2377.737281     | [DISPATCH] Task Activity_2 prende la CPU
2377.737328     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 1058.047000 ms)
2377.737468     | [DISPATCH] Task Activity_2 prende la CPU
2377.737618     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 1058.197000 ms)
2377.737753     | [DISPATCH] Task Activity_2 prende la CPU
2377.737799     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 1058.243000 ms)
2377.737940     | [DISPATCH] Task Activity_2 prende la CPU
2377.739137     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 1059.440000 ms)
2377.739284     | [DISPATCH] Task Activity_2 prende la CPU
2377.743827     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 1063.983000 ms)
2377.744068     | [DISPATCH] Task Activity_2 prende la CPU
2377.744897     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 1064.812000 ms)
2377.745139     | [DISPATCH] Task Activity_2 prende la CPU
2377.745303     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 1064.976000 ms)
2377.745571     | [DISPATCH] Task Activity_2 prende la CPU
2377.746033     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 1065.438000 ms)
2377.746294     | [DISPATCH] Task Activity_2 prende la CPU
2377.746426     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 1065.570000 ms)
2377.746514     | [DISPATCH] Task Activity_2 prende la CPU
2377.746818     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 1065.874000 ms)
2377.747054     | [DISPATCH] Task Activity_2 prende la CPU
2377.756421     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 1075.241000 ms)
2377.756662     | [DISPATCH] Task Activity_2 prende la CPU
2377.758034     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 1076.613000 ms)
2377.758332     | [DISPATCH] Task Activity_2 prende la CPU
2377.758696     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 1076.977000 ms)
2377.758923     | [DISPATCH] Task Activity_2 prende la CPU
2377.780961     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 1099.015000 ms)
2377.781191     | [DISPATCH] Task Activity_2 prende la CPU
2377.845584     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 1163.408000 ms)
2377.845825     | [DISPATCH] Task Activity_2 prende la CPU
2377.894930     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 1212.513000 ms)
2377.894980     | [DISPATCH] Task Activity_2 prende la CPU
2377.947976     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 1265.509000 ms)
2377.948266     | [DISPATCH] Task Activity_2 prende la CPU
2378.086856     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 1404.099000 ms)
2378.086872     | [DISPATCH] Task Activity_2 prende la CPU
2378.152784     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 1470.011000 ms)
2378.153086     | [DISPATCH] Task Activity_2 prende la CPU
2378.214804     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 1531.729000 ms)
2378.214817     | [DISPATCH] Task Activity_2 prende la CPU
2378.215958     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 1532.870000 ms)
2378.216042     | [DISPATCH] Task Activity_2 prende la CPU
2378.216472     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 1533.300000 ms)
2378.216927     | [DISPATCH] Task Activity_2 prende la CPU
2378.217752     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 1534.125000 ms)
2378.217994     | [DISPATCH] Task Activity_2 prende la CPU
2378.218056     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 1534.187000 ms)
2378.218271     | [DISPATCH] Task Activity_2 prende la CPU
2378.278782     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 1594.698000 ms)
2378.278800     | [DISPATCH] Task Activity_2 prende la CPU
2378.345391     | [SLEEP]    Task Activity_2 ha TERMINATO l'esecuzione! Costo: 1661.289000 ms
2378.357586     | [WAKEUP]   Task Activity_1 Rilasciato (Inizio Percorso 2)
2378.357948     | [DISPATCH] Task Activity_1 prende la CPU
2378.401732     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 43.784000 ms)
2378.401742     | [DISPATCH] Task Activity_1 prende la CPU
2378.403728     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 45.770000 ms)
2378.403743     | [DISPATCH] Task Activity_1 prende la CPU
2378.441718     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 83.745000 ms)
2378.441731     | [DISPATCH] Task Activity_1 prende la CPU
2378.459969     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 101.983000 ms)
2378.460250     | [DISPATCH] Task Activity_1 prende la CPU
2378.470705     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 112.438000 ms)
2378.470715     | [DISPATCH] Task Activity_1 prende la CPU
2378.550678     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 192.401000 ms)
2378.550683     | [DISPATCH] Task Activity_1 prende la CPU
2378.562381     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 204.099000 ms)
2378.562676     | [DISPATCH] Task Activity_1 prende la CPU
2378.662640     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 304.063000 ms)
2378.662667     | [DISPATCH] Task Activity_1 prende la CPU
2378.664798     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 306.194000 ms)
2378.665096     | [DISPATCH] Task Activity_1 prende la CPU
2378.727301     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 368.399000 ms)
2378.727444     | [DISPATCH] Task Activity_1 prende la CPU
2378.728730     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 369.685000 ms)
2378.728858     | [DISPATCH] Task Activity_1 prende la CPU
2378.729023     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 369.850000 ms)
2378.729157     | [DISPATCH] Task Activity_1 prende la CPU
2378.729204     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 369.897000 ms)
2378.729344     | [DISPATCH] Task Activity_1 prende la CPU
2378.729478     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 370.031000 ms)
2378.729622     | [DISPATCH] Task Activity_1 prende la CPU
2378.729692     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 370.101000 ms)
2378.729826     | [DISPATCH] Task Activity_1 prende la CPU
2378.729872     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 370.147000 ms)
2378.730017     | [DISPATCH] Task Activity_1 prende la CPU
2378.730088     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 370.218000 ms)
2378.730250     | [DISPATCH] Task Activity_1 prende la CPU
2378.730296     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 370.264000 ms)
2378.730437     | [DISPATCH] Task Activity_1 prende la CPU
2378.730502     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 370.329000 ms)
2378.730636     | [DISPATCH] Task Activity_1 prende la CPU
2378.730901     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 370.594000 ms)
2378.731036     | [DISPATCH] Task Activity_1 prende la CPU
2378.731083     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 370.641000 ms)
2378.731219     | [DISPATCH] Task Activity_1 prende la CPU
2378.731353     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 370.775000 ms)
2378.731504     | [DISPATCH] Task Activity_1 prende la CPU
2378.731550     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 370.821000 ms)
2378.731710     | [DISPATCH] Task Activity_1 prende la CPU
2378.731787     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 370.898000 ms)
2378.731921     | [DISPATCH] Task Activity_1 prende la CPU
2378.731967     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 370.944000 ms)
2378.732105     | [DISPATCH] Task Activity_1 prende la CPU
2378.732309     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 371.148000 ms)
2378.732444     | [DISPATCH] Task Activity_1 prende la CPU
2378.732490     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 371.194000 ms)
2378.732679     | [DISPATCH] Task Activity_1 prende la CPU
2378.732726     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 371.241000 ms)
2378.732860     | [DISPATCH] Task Activity_1 prende la CPU
2378.732907     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 371.288000 ms)
2378.733017     | [DISPATCH] Task Activity_1 prende la CPU
2378.733218     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 371.489000 ms)
2378.733357     | [DISPATCH] Task Activity_1 prende la CPU
2378.733517     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 371.649000 ms)
2378.733698     | [DISPATCH] Task Activity_1 prende la CPU
2378.733744     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 371.695000 ms)
2378.733881     | [DISPATCH] Task Activity_1 prende la CPU
2378.734038     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 371.852000 ms)
2378.734172     | [DISPATCH] Task Activity_1 prende la CPU
2378.734218     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 371.898000 ms)
2378.734361     | [DISPATCH] Task Activity_1 prende la CPU
2378.734431     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 371.968000 ms)
2378.734566     | [DISPATCH] Task Activity_1 prende la CPU
2378.734615     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 372.017000 ms)
2378.734779     | [DISPATCH] Task Activity_1 prende la CPU
2378.734918     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 372.156000 ms)
2378.735053     | [DISPATCH] Task Activity_1 prende la CPU
2378.735100     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 372.203000 ms)
2378.735239     | [DISPATCH] Task Activity_1 prende la CPU
2378.735345     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 372.309000 ms)
2378.735481     | [DISPATCH] Task Activity_1 prende la CPU
2378.735527     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 372.355000 ms)
2378.735649     | [DISPATCH] Task Activity_1 prende la CPU
2378.736644     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 373.350000 ms)
2378.736787     | [DISPATCH] Task Activity_1 prende la CPU
2378.737000     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 373.563000 ms)
2378.737134     | [DISPATCH] Task Activity_1 prende la CPU
2378.737181     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 373.610000 ms)
2378.737316     | [DISPATCH] Task Activity_1 prende la CPU
2378.737485     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 373.779000 ms)
2378.737645     | [DISPATCH] Task Activity_1 prende la CPU
2378.737714     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 373.848000 ms)
2378.737848     | [DISPATCH] Task Activity_1 prende la CPU
2378.737894     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 373.894000 ms)
2378.738040     | [DISPATCH] Task Activity_1 prende la CPU
2378.738113     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 373.967000 ms)
2378.738240     | [DISPATCH] Task Activity_1 prende la CPU
2378.738286     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 374.013000 ms)
2378.738426     | [DISPATCH] Task Activity_1 prende la CPU
2378.738491     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 374.078000 ms)
2378.738623     | [DISPATCH] Task Activity_1 prende la CPU
2378.738881     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 374.336000 ms)
2378.739015     | [DISPATCH] Task Activity_1 prende la CPU
2378.739080     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 374.401000 ms)
2378.739217     | [DISPATCH] Task Activity_1 prende la CPU
2378.739436     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 374.620000 ms)
2378.739571     | [DISPATCH] Task Activity_1 prende la CPU
2378.739626     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 374.675000 ms)
2378.739768     | [DISPATCH] Task Activity_1 prende la CPU
2378.739957     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 374.864000 ms)
2378.740108     | [DISPATCH] Task Activity_1 prende la CPU
2378.740153     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 374.909000 ms)
2378.740292     | [DISPATCH] Task Activity_1 prende la CPU
2378.740458     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 375.075000 ms)
2378.740604     | [DISPATCH] Task Activity_1 prende la CPU
2378.740665     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 375.136000 ms)
2378.740817     | [DISPATCH] Task Activity_1 prende la CPU
2378.740863     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 375.182000 ms)
2378.741005     | [DISPATCH] Task Activity_1 prende la CPU
2378.741205     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 375.382000 ms)
2378.741340     | [DISPATCH] Task Activity_1 prende la CPU
2378.741386     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 375.428000 ms)
2378.741536     | [DISPATCH] Task Activity_1 prende la CPU
2378.741704     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 375.596000 ms)
2378.741838     | [DISPATCH] Task Activity_1 prende la CPU
2378.741884     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 375.642000 ms)
2378.742020     | [DISPATCH] Task Activity_1 prende la CPU
2378.742125     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 375.747000 ms)
2378.742259     | [DISPATCH] Task Activity_1 prende la CPU
2378.742305     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 375.793000 ms)
2378.742442     | [DISPATCH] Task Activity_1 prende la CPU
2378.742575     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 375.926000 ms)
2378.742725     | [DISPATCH] Task Activity_1 prende la CPU
2378.742772     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 375.973000 ms)
2378.742910     | [DISPATCH] Task Activity_1 prende la CPU
2378.743071     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 376.134000 ms)
2378.743216     | [DISPATCH] Task Activity_1 prende la CPU
2378.743261     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 376.179000 ms)
2378.743370     | [DISPATCH] Task Activity_1 prende la CPU
2378.743521     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 376.330000 ms)
2378.743680     | [DISPATCH] Task Activity_1 prende la CPU
2378.743788     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 376.438000 ms)
2378.743922     | [DISPATCH] Task Activity_1 prende la CPU
2378.743968     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 376.484000 ms)
2378.744106     | [DISPATCH] Task Activity_1 prende la CPU
2378.744215     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 376.593000 ms)
2378.744356     | [DISPATCH] Task Activity_1 prende la CPU
2378.744424     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 376.661000 ms)
2378.744559     | [DISPATCH] Task Activity_1 prende la CPU
2378.744610     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 376.712000 ms)
2378.744752     | [DISPATCH] Task Activity_1 prende la CPU
2378.744815     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 376.775000 ms)
2378.744978     | [DISPATCH] Task Activity_1 prende la CPU
2378.745025     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 376.822000 ms)
2378.745233     | [DISPATCH] Task Activity_1 prende la CPU
2378.745280     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 376.869000 ms)
2378.745401     | [DISPATCH] Task Activity_1 prende la CPU
2378.746022     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 377.490000 ms)
2378.746158     | [DISPATCH] Task Activity_1 prende la CPU
2378.746204     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 377.536000 ms)
2378.746344     | [DISPATCH] Task Activity_1 prende la CPU
2378.746526     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 377.718000 ms)
2378.746678     | [DISPATCH] Task Activity_1 prende la CPU
2378.746724     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 377.764000 ms)
2378.746861     | [DISPATCH] Task Activity_1 prende la CPU
2378.746999     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 377.902000 ms)
2378.747134     | [DISPATCH] Task Activity_1 prende la CPU
2378.747180     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 377.948000 ms)
2378.747343     | [DISPATCH] Task Activity_1 prende la CPU
2378.747512     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 378.117000 ms)
2378.747658     | [DISPATCH] Task Activity_1 prende la CPU
2378.747704     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 378.163000 ms)
2378.747842     | [DISPATCH] Task Activity_1 prende la CPU
2378.747957     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 378.278000 ms)
2378.748092     | [DISPATCH] Task Activity_1 prende la CPU
2378.748387     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 378.573000 ms)
2378.748522     | [DISPATCH] Task Activity_1 prende la CPU
2378.750332     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 380.383000 ms)
2378.750484     | [DISPATCH] Task Activity_1 prende la CPU
2378.750530     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 380.429000 ms)
2378.750702     | [DISPATCH] Task Activity_1 prende la CPU
2378.750787     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 380.514000 ms)
2378.750938     | [DISPATCH] Task Activity_1 prende la CPU
2378.750984     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 380.560000 ms)
2378.751138     | [DISPATCH] Task Activity_1 prende la CPU
2378.752315     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 381.737000 ms)
2378.752449     | [DISPATCH] Task Activity_1 prende la CPU
2378.767169     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 396.457000 ms)
2378.767468     | [DISPATCH] Task Activity_1 prende la CPU
2378.790592     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 419.581000 ms)
2378.790623     | [DISPATCH] Task Activity_1 prende la CPU
2378.854565     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 483.523000 ms)
2378.854569     | [DISPATCH] Task Activity_1 prende la CPU
2378.869568     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 498.522000 ms)
2378.869801     | [DISPATCH] Task Activity_1 prende la CPU
2378.918541     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 547.262000 ms)
2378.918588     | [DISPATCH] Task Activity_1 prende la CPU
2378.972584     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 601.258000 ms)
2378.972875     | [DISPATCH] Task Activity_1 prende la CPU
