task,type,start,end,duration_ms
ksoftirqd/1,RUN,6888.699454,6888.699460,0.006000
ksoftirqd/1,RUN,6888.709388,6888.709395,0.007000
ksoftirqd/1,RUN,6890.370315,6890.370321,0.006000
ksoftirqd/1,RUN,6892.070472,6892.070477,0.005000
ksoftirqd/1,RUN,6893.725350,6893.725357,0.007000
ksoftirqd/1,SLEEP,6888.699460,6888.709388,9.928000
ksoftirqd/1,SLEEP,6888.709395,6890.370315,1660.920000
ksoftirqd/1,SLEEP,6890.370321,6892.070472,1700.151000
ksoftirqd/1,SLEEP,6892.070477,6893.725350,1654.873000
kworker/1:2,RUN,6888.699437,6888.699454,0.017000
kworker/1:2,RUN,6888.699460,6888.699471,0.011000
kworker/1:2,RUN,6888.707309,6888.707316,0.007000
kworker/1:2,RUN,6888.709372,6888.709388,0.016000
kworker/1:2,RUN,6888.709395,6888.709400,0.005000
kworker/1:2,RUN,6888.719465,6888.719475,0.010000
kworker/1:2,RUN,6888.909420,6888.909440,0.020000
kworker/1:2,RUN,6888.994347,6888.994358,0.011000
kworker/1:2,RUN,6889.357251,6889.357272,0.021000
kworker/1:2,RUN,6890.370302,6890.370315,0.013000
kworker/1:2,RUN,6890.370321,6890.370359,0.038000
kworker/1:2,RUN,6890.509523,6890.509547,0.024000
kworker/1:2,RUN,6890.573323,6890.573338,0.015000
kworker/1:2,RUN,6890.637438,6890.637466,0.028000
kworker/1:2,RUN,6890.701443,6890.701460,0.017000
kworker/1:2,RUN,6892.070463,6892.070472,0.009000
kworker/1:2,RUN,6892.070477,6892.070528,0.051000
kworker/1:2,RUN,6892.237556,6892.237589,0.033000
kworker/1:2,RUN,6892.557410,6892.557422,0.012000
kworker/1:2,RUN,6893.725331,6893.725350,0.019000
kworker/1:2,RUN,6893.725357,6893.725368,0.011000
kworker/1:2,PREEMPT,6888.699454,6888.699460,0.006000
kworker/1:2,PREEMPT,6888.709388,6888.709395,0.007000
kworker/1:2,PREEMPT,6890.370315,6890.370321,0.006000
kworker/1:2,PREEMPT,6892.070472,6892.070477,0.005000
kworker/1:2,PREEMPT,6893.725350,6893.725357,0.007000
Activity_1,RUN,6887.845382,6887.845394,0.012000
Activity_1,RUN,6887.845413,6887.987916,142.503000
Activity_1,RUN,6887.987919,6888.699437,711.518000
Activity_1,RUN,6889.545490,6890.370302,824.812000
Activity_1,RUN,6891.245532,6891.988015,742.483000
Activity_1,RUN,6891.988018,6892.070463,82.445000
Activity_1,RUN,6892.945711,6893.725331,779.620000
Activity_1,SLEEP,6887.845394,6887.845413,0.019000
Activity_1,PREEMPT,6887.987916,6887.987919,0.003000
Activity_1,SLEEP,6888.699437,6889.545490,846.053000
Activity_1,SLEEP,6890.370302,6891.245532,875.230000
Activity_1,PREEMPT,6891.988015,6891.988018,0.003000
Activity_1,SLEEP,6892.070463,6892.945711,875.248000
Activity_1,MARKER_PERIOD_START_Activity_1,6887.845465,6887.845465,0.0
Activity_1,MARKER_FUNCTION_START_Activity_1,6887.845467,6887.845467,0.0
Activity_1,MARKER_FUNCTION_END_Activity_1,6888.699415,6888.699415,0.0
Activity_1,MARKER_SLEEP_START_Activity_1,6888.699433,6888.699433,0.0
Activity_1,MARKER_PERIOD_END_Activity_1,6889.545496,6889.545496,0.0
Activity_1,MARKER_PERIOD_START_Activity_1,6889.545497,6889.545497,0.0
Activity_1,MARKER_FUNCTION_START_Activity_1,6889.545498,6889.545498,0.0
Activity_1,MARKER_FUNCTION_END_Activity_1,6890.370278,6890.370278,0.0
Activity_1,MARKER_SLEEP_START_Activity_1,6890.370297,6890.370297,0.0
Activity_1,MARKER_PERIOD_END_Activity_1,6891.245538,6891.245538,0.0
Activity_1,MARKER_PERIOD_START_Activity_1,6891.245539,6891.245539,0.0
Activity_1,MARKER_FUNCTION_START_Activity_1,6891.245539,6891.245539,0.0
Activity_1,MARKER_FUNCTION_END_Activity_1,6892.070445,6892.070445,0.0
Activity_1,MARKER_SLEEP_START_Activity_1,6892.070460,6892.070460,0.0
Activity_1,MARKER_PERIOD_END_Activity_1,6892.945740,6892.945740,0.0
Activity_1,MARKER_PERIOD_START_Activity_1,6892.945743,6892.945743,0.0
Activity_1,MARKER_FUNCTION_START_Activity_1,6892.945745,6892.945745,0.0
