cpus=8
          app10f-28021 [003]  8360.361113: sched_switch:         trace-cmd:28021 [120] D ==> swapper/3:0 [120]
          <idle>-0     [003]  8360.361354: sched_wakeup:         trace-cmd:28021 [120] CPU:003
          <idle>-0     [003]  8360.361355: sched_switch:         swapper/3:0 [120] R ==> trace-cmd:28021 [120]
          <idle>-0     [000]  8360.361370: sched_wakeup:         migration/0:18 [0] CPU:000
          <idle>-0     [000]  8360.361378: sched_switch:         swapper/0:0 [120] R ==> migration/0:18 [0]
     migration/0-18    [000]  8360.361380: sched_switch:         migration/0:18 [0] S ==> swapper/0:0 [120]
          <idle>-0     [000]  8360.361737: sched_switch:         swapper/0:0 [120] R ==> Activity_1:28022 [98]
          <idle>-0     [001]  8360.361749: sched_switch:         swapper/1:0 [120] R ==> app10f:28023 [120]
      Activity_1-28022 [000]  8360.361757: print:                tracing_mark_write: PERIOD_START_Activity_1
      Activity_1-28022 [000]  8360.361758: print:                tracing_mark_write: FUNCTION_START_Activity_1
      Activity_2-28023 [001]  8360.361760: print:                tracing_mark_write: PERIOD_START_Activity_2
          app10f-28021 [003]  8360.361760: sched_switch:         app10f:28021 [120] S ==> swapper/3:0 [120]
      Activity_2-28023 [001]  8360.361760: print:                tracing_mark_write: FUNCTION_START_Activity_2
          <idle>-0     [006]  8360.362730: sched_wakeup:         rcu_preempt:15 [120] CPU:006
          <idle>-0     [006]  8360.362741: sched_switch:         swapper/6:0 [120] R ==> rcu_preempt:15 [120]
     rcu_preempt-15    [006]  8360.362744: sched_switch:         rcu_preempt:15 [120] I ==> swapper/6:0 [120]
      Activity_2-28023 [001]  8360.364359: sched_wakeup:         migration/1:23 [0] CPU:001
      Activity_2-28023 [001]  8360.364360: sched_switch:         Activity_2:28023 [25] R ==> migration/1:23 [0]
     migration/1-23    [001]  8360.364362: sched_switch:         migration/1:23 [0] S ==> Activity_2:28023 [25]
          <idle>-0     [002]  8360.364367: sched_wakeup:         migration/2:29 [0] CPU:002
          <idle>-0     [003]  8360.364370: sched_wakeup:         migration/3:35 [0] CPU:003
          <idle>-0     [002]  8360.364379: sched_switch:         swapper/2:0 [120] R ==> migration/2:29 [0]
          <idle>-0     [003]  8360.364380: sched_switch:         swapper/3:0 [120] R ==> migration/3:35 [0]
     migration/2-29    [002]  8360.364383: sched_switch:         migration/2:29 [0] S ==> swapper/2:0 [120]
     migration/3-35    [003]  8360.364383: sched_switch:         migration/3:35 [0] S ==> swapper/3:0 [120]
          <idle>-0     [004]  8360.364712: sched_wakeup:         gnome-shell:2882 [120] CPU:004
          <idle>-0     [004]  8360.364714: sched_switch:         swapper/4:0 [120] R ==> gnome-shell:2882 [120]
     gnome-shell-2882  [004]  8360.364819: sched_switch:         gnome-shell:2882 [120] S ==> swapper/4:0 [120]
          <idle>-0     [004]  8360.365359: sched_wakeup:         migration/4:41 [0] CPU:004
          <idle>-0     [004]  8360.365360: sched_switch:         swapper/4:0 [120] R ==> migration/4:41 [0]
     migration/4-41    [004]  8360.365362: sched_switch:         migration/4:41 [0] S ==> swapper/4:0 [120]
          <idle>-0     [005]  8360.365706: sched_wakeup:         rcu_tasks_trace:67 [120] CPU:005
          <idle>-0     [005]  8360.365709: sched_switch:         swapper/5:0 [120] R ==> rcu_tasks_trace:67 [120]
 rcu_tasks_trace-67    [005]  8360.365716: sched_switch:         rcu_tasks_trace:67 [120] I ==> swapper/5:0 [120]
          <idle>-0     [005]  8360.366358: sched_wakeup:         migration/5:47 [0] CPU:005
          <idle>-0     [005]  8360.366361: sched_switch:         swapper/5:0 [120] R ==> migration/5:47 [0]
     migration/5-47    [005]  8360.366363: sched_switch:         migration/5:47 [0] S ==> swapper/5:0 [120]
          <idle>-0     [006]  8360.366366: sched_wakeup:         migration/6:53 [0] CPU:006
          <idle>-0     [007]  8360.366368: sched_wakeup:         migration/7:59 [0] CPU:007
          <idle>-0     [006]  8360.366375: sched_switch:         swapper/6:0 [120] R ==> migration/6:53 [0]
          <idle>-0     [007]  8360.366381: sched_switch:         swapper/7:0 [120] R ==> migration/7:59 [0]
     migration/6-53    [006]  8360.366383: sched_switch:         migration/6:53 [0] S ==> swapper/6:0 [120]
     migration/7-59    [007]  8360.366392: sched_switch:         migration/7:59 [0] S ==> swapper/7:0 [120]
          <idle>-0     [006]  8360.366723: sched_wakeup:         rcu_preempt:15 [120] CPU:006
          <idle>-0     [006]  8360.366729: sched_switch:         swapper/6:0 [120] R ==> rcu_preempt:15 [120]
     rcu_preempt-15    [006]  8360.366731: sched_switch:         rcu_preempt:15 [120] I ==> swapper/6:0 [120]
          <idle>-0     [004]  8360.367666: sched_wakeup:         VizCompositorTh:6642 [120] CPU:004
          <idle>-0     [004]  8360.367668: sched_switch:         swapper/4:0 [120] R ==> VizCompositorTh:6642 [120]
 VizCompositorTh-6642  [004]  8360.367700: sched_switch:         VizCompositorTh:6642 [120] S ==> swapper/4:0 [120]
          <idle>-0     [002]  8360.367858: sched_wakeup:         Timer:4569 [120] CPU:002
          <idle>-0     [002]  8360.367859: sched_switch:         swapper/2:0 [120] R ==> Timer:4569 [120]
          <idle>-0     [003]  8360.367868: sched_wakeup:         Isolated Web Co:4546 [120] CPU:003
          <idle>-0     [003]  8360.367868: sched_switch:         swapper/3:0 [120] R ==> Isolated Web Co:4546 [120]
           Timer-4569  [002]  8360.367869: sched_switch:         Timer:4569 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002]  8360.367881: sched_wakeup:         Timer:4569 [120] CPU:002
          <idle>-0     [002]  8360.367882: sched_switch:         swapper/2:0 [120] R ==> Timer:4569 [120]
           Timer-4569  [002]  8360.367884: sched_switch:         Timer:4569 [120] S ==> swapper/2:0 [120]
          <idle>-0     [007]  8360.367894: sched_wakeup:         IPC I/O Parent:4033 [120] CPU:007
          <idle>-0     [007]  8360.367895: sched_switch:         swapper/7:0 [120] R ==> IPC I/O Parent:4033 [120]
 Isolated Web Co-4546  [003]  8360.367904: sched_switch:         Isolated Web Co:4546 [120] S ==> swapper/3:0 [120]
          <idle>-0     [006]  8360.367907: sched_wakeup:         IPDL Background:4037 [120] CPU:006
          <idle>-0     [006]  8360.367907: sched_switch:         swapper/6:0 [120] R ==> IPDL Background:4037 [120]
