
[!] Lettura batch da file: trace_results_app09b_20260318_212644/trace_colonne.txt

================== SCHEDULATORE CRONOLOGICO ==================
TEMPO (s)       | EVENTO
1355.778407     | [DISPATCH] Task Activity_1 prende la CPU
1355.783589     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 544.620 ms)
1355.783651     | [DISPATCH] Task Activity_1 prende la CPU
1355.783676     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 544.645 ms)
1355.783709     | [DISPATCH] Task Activity_1 prende la CPU
1355.783751     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 544.687 ms)
1355.783777     | [DISPATCH] Task Activity_1 prende la CPU
1355.783907     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 544.817 ms)
1355.783955     | [DISPATCH] Task Activity_1 prende la CPU
1355.784097     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 544.959 ms)
1355.784134     | [DISPATCH] Task Activity_1 prende la CPU
1355.784308     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 545.133 ms)
1355.784357     | [DISPATCH] Task Activity_1 prende la CPU
1355.792154     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 552.930 ms)
1355.792198     | [DISPATCH] Task Activity_1 prende la CPU
1355.825736     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 586.468 ms)
1355.825768     | [DISPATCH] Task Activity_1 prende la CPU
1355.835296     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 595.996 ms)
1355.835333     | [DISPATCH] Task Activity_1 prende la CPU
1355.837701     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 598.364 ms)
1355.837711     | [DISPATCH] Task Activity_1 prende la CPU
1355.867173     | [SLEEP]    Task Activity_2 ha TERMINATO l'esecuzione! Costo: 830.490 ms
1355.867177     | [WAKEUP]   Task Activity_2 Rilasciato (Inizio Percorso 3)
1355.867180     | [DISPATCH] Task Activity_2 prende la CPU
1355.867213     | [SLEEP]    Task Activity_2 ha TERMINATO l'esecuzione! Costo: 0.033 ms
1355.876254     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 636.907 ms)
1355.876320     | [DISPATCH] Task Activity_1 prende la CPU
1355.916560     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 677.147 ms)
1355.916686     | [DISPATCH] Task Activity_1 prende la CPU
1355.916720     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 677.181 ms)
1355.916753     | [DISPATCH] Task Activity_1 prende la CPU
1355.916891     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 677.319 ms)
1355.916921     | [DISPATCH] Task Activity_1 prende la CPU
1355.916956     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 677.354 ms)
1355.916983     | [DISPATCH] Task Activity_1 prende la CPU
1355.917067     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 677.438 ms)
1355.917105     | [DISPATCH] Task Activity_1 prende la CPU
1355.917405     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 677.738 ms)
1355.917442     | [DISPATCH] Task Activity_1 prende la CPU
1355.925550     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 685.846 ms)
1355.925599     | [DISPATCH] Task Activity_1 prende la CPU
1355.926412     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 686.659 ms)
1355.926472     | [DISPATCH] Task Activity_1 prende la CPU
1355.926477     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 686.664 ms)
1355.926510     | [DISPATCH] Task Activity_1 prende la CPU
1355.955299     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 715.453 ms)
1355.955359     | [DISPATCH] Task Activity_1 prende la CPU
1355.965652     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 725.746 ms)
1355.965693     | [DISPATCH] Task Activity_1 prende la CPU
1355.982738     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 742.791 ms)
1355.982809     | [DISPATCH] Task Activity_1 prende la CPU
1356.029634     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 789.616 ms)
1356.029646     | [DISPATCH] Task Activity_1 prende la CPU
1356.080446     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 840.416 ms)
1356.080512     | [DISPATCH] Task Activity_1 prende la CPU
1356.157590     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 917.494 ms)
1356.157611     | [DISPATCH] Task Activity_1 prende la CPU
1356.182852     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 942.735 ms)
1356.182902     | [DISPATCH] Task Activity_1 prende la CPU
1356.269538     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1029.371 ms)
1356.269547     | [DISPATCH] Task Activity_1 prende la CPU
1356.285242     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1045.066 ms)
1356.285300     | [DISPATCH] Task Activity_1 prende la CPU
1356.285532     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1045.298 ms)
1356.285542     | [DISPATCH] Task Activity_1 prende la CPU
1356.346256     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1106.012 ms)
1356.346293     | [DISPATCH] Task Activity_1 prende la CPU
1356.349509     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1109.228 ms)
1356.349518     | [DISPATCH] Task Activity_1 prende la CPU
1356.387643     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1147.353 ms)
1356.387703     | [DISPATCH] Task Activity_1 prende la CPU
1356.413487     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1173.137 ms)
1356.413500     | [DISPATCH] Task Activity_1 prende la CPU
1356.416568     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1176.205 ms)
1356.416571     | [DISPATCH] Task Activity_1 prende la CPU
1356.477462     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1237.096 ms)
1356.477473     | [DISPATCH] Task Activity_1 prende la CPU
1356.488081     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1247.704 ms)
1356.488115     | [DISPATCH] Task Activity_1 prende la CPU
1356.490068     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1249.657 ms)
1356.490121     | [DISPATCH] Task Activity_1 prende la CPU
1356.592458     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1351.994 ms)
1356.592509     | [DISPATCH] Task Activity_1 prende la CPU
1356.636085     | [WAKEUP]   Task Activity_2 Rilasciato (Inizio Percorso 4)
1356.636087     | [DISPATCH] Task Activity_2 prende la CPU
1356.694856     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1454.341 ms)
1356.694915     | [DISPATCH] Task Activity_1 prende la CPU
1356.797277     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1556.703 ms)
1356.797361     | [DISPATCH] Task Activity_1 prende la CPU
1356.861143     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1620.485 ms)
1356.861180     | [DISPATCH] Task Activity_1 prende la CPU
1356.861323     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1620.628 ms)
1356.861335     | [DISPATCH] Task Activity_1 prende la CPU
1356.861487     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1620.780 ms)
1356.861525     | [DISPATCH] Task Activity_1 prende la CPU
1356.862569     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1621.824 ms)
1356.862645     | [DISPATCH] Task Activity_1 prende la CPU
1356.862889     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1622.068 ms)
1356.862922     | [DISPATCH] Task Activity_1 prende la CPU
1356.863248     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1622.394 ms)
1356.863284     | [DISPATCH] Task Activity_1 prende la CPU
1356.870352     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1629.462 ms)
1356.870395     | [DISPATCH] Task Activity_1 prende la CPU
1356.870434     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1629.501 ms)
1356.870461     | [DISPATCH] Task Activity_1 prende la CPU
1356.871647     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1630.687 ms)
1356.871684     | [DISPATCH] Task Activity_1 prende la CPU
1356.871782     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1630.785 ms)
1356.871859     | [DISPATCH] Task Activity_1 prende la CPU
1356.871883     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1630.809 ms)
1356.871915     | [DISPATCH] Task Activity_1 prende la CPU
1356.872317     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1631.211 ms)
1356.872360     | [DISPATCH] Task Activity_1 prende la CPU
1356.873015     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1631.866 ms)
1356.873052     | [DISPATCH] Task Activity_1 prende la CPU
1356.882617     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1641.431 ms)
1356.882666     | [DISPATCH] Task Activity_1 prende la CPU
1356.885565     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1644.330 ms)
1356.885625     | [DISPATCH] Task Activity_1 prende la CPU
1356.885655     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1644.360 ms)
1356.885687     | [DISPATCH] Task Activity_1 prende la CPU
1356.885836     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1644.509 ms)
1356.885895     | [DISPATCH] Task Activity_1 prende la CPU
1356.885913     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1644.527 ms)
1356.885944     | [DISPATCH] Task Activity_1 prende la CPU
1356.886016     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1644.599 ms)
1356.886057     | [DISPATCH] Task Activity_1 prende la CPU
1356.886219     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1644.761 ms)
1356.886285     | [DISPATCH] Task Activity_1 prende la CPU
1356.886309     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1644.785 ms)
1356.886337     | [DISPATCH] Task Activity_1 prende la CPU
1356.887312     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1645.760 ms)
1356.887348     | [DISPATCH] Task Activity_1 prende la CPU
1356.887420     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1645.832 ms)
1356.887452     | [DISPATCH] Task Activity_1 prende la CPU
1356.887595     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1645.975 ms)
1356.887627     | [DISPATCH] Task Activity_1 prende la CPU
1356.900267     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1658.615 ms)
1356.900324     | [DISPATCH] Task Activity_1 prende la CPU
1356.907671     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1665.962 ms)
1356.907730     | [DISPATCH] Task Activity_1 prende la CPU
1356.907755     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1665.987 ms)
1356.907786     | [DISPATCH] Task Activity_1 prende la CPU
1356.909342     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1667.543 ms)
1356.909373     | [DISPATCH] Task Activity_1 prende la CPU
1356.910441     | [SLEEP]    Task Activity_1 ha TERMINATO l'esecuzione! Costo: 1668.611 ms
1357.035851     | [WAKEUP]   Task Activity_1 Rilasciato (Inizio Percorso 3)
1357.035862     | [DISPATCH] Task Activity_1 prende la CPU
1357.057853     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 21.991 ms)
1357.057971     | [DISPATCH] Task Activity_1 prende la CPU
1357.058009     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 22.029 ms)
1357.058046     | [DISPATCH] Task Activity_1 prende la CPU
1357.058225     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 22.208 ms)
1357.058255     | [DISPATCH] Task Activity_1 prende la CPU
1357.058375     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 22.328 ms)
1357.058412     | [DISPATCH] Task Activity_1 prende la CPU
1357.066656     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 30.572 ms)
1357.066735     | [DISPATCH] Task Activity_1 prende la CPU
1357.066958     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 30.795 ms)
1357.067027     | [DISPATCH] Task Activity_1 prende la CPU
1357.067062     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 30.830 ms)
1357.067099     | [DISPATCH] Task Activity_1 prende la CPU
1357.095344     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 59.075 ms)
1357.095387     | [DISPATCH] Task Activity_1 prende la CPU
1357.104468     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 68.156 ms)
1357.104531     | [DISPATCH] Task Activity_1 prende la CPU
1357.206866     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 170.491 ms)
1357.206923     | [DISPATCH] Task Activity_1 prende la CPU
1357.309294     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 272.862 ms)
1357.309357     | [DISPATCH] Task Activity_1 prende la CPU
1357.411667     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 375.172 ms)
1357.411722     | [DISPATCH] Task Activity_1 prende la CPU
1357.472714     | [SLEEP]    Task Activity_2 ha TERMINATO l'esecuzione! Costo: 836.627 ms
1357.472719     | [WAKEUP]   Task Activity_2 Rilasciato (Inizio Percorso 5)
1357.472723     | [DISPATCH] Task Activity_2 prende la CPU
1357.472740     | [SLEEP]    Task Activity_2 ha TERMINATO l'esecuzione! Costo: 0.017 ms
1357.514067     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 477.517 ms)
1357.514137     | [DISPATCH] Task Activity_1 prende la CPU
1357.616493     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 579.873 ms)
1357.616560     | [DISPATCH] Task Activity_1 prende la CPU
1357.726626     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 689.939 ms)
1357.726691     | [DISPATCH] Task Activity_1 prende la CPU
1357.821284     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 784.532 ms)
1357.821345     | [DISPATCH] Task Activity_1 prende la CPU
1357.846283     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 809.470 ms)
1357.846341     | [DISPATCH] Task Activity_1 prende la CPU
1357.919756     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 882.885 ms)
1357.919869     | [DISPATCH] Task Activity_1 prende la CPU
1357.919912     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 882.928 ms)
1357.920056     | [DISPATCH] Task Activity_1 prende la CPU
1357.921704     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 884.576 ms)
1357.921804     | [DISPATCH] Task Activity_1 prende la CPU
1357.923701     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 886.473 ms)
1357.923768     | [DISPATCH] Task Activity_1 prende la CPU
1357.985826     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 948.531 ms)
1357.985864     | [DISPATCH] Task Activity_1 prende la CPU
1358.012893     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 975.560 ms)
1358.012926     | [DISPATCH] Task Activity_1 prende la CPU
1358.026075     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 988.709 ms)
1358.026142     | [DISPATCH] Task Activity_1 prende la CPU
1358.140846     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1103.413 ms)
1358.140863     | [DISPATCH] Task Activity_1 prende la CPU
1358.142091     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1104.641 ms)
1358.142203     | [DISPATCH] Task Activity_1 prende la CPU
1358.204821     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1167.259 ms)
1358.204833     | [DISPATCH] Task Activity_1 prende la CPU
1358.231042     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1193.468 ms)
1358.231569     | [DISPATCH] Task Activity_1 prende la CPU
1358.235487     | [WAKEUP]   Task Activity_2 Rilasciato (Inizio Percorso 6)
1358.235490     | [DISPATCH] Task Activity_2 prende la CPU
1358.333441     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1295.340 ms)
1358.333968     | [DISPATCH] Task Activity_1 prende la CPU
1358.396750     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1358.122 ms)
1358.396765     | [DISPATCH] Task Activity_1 prende la CPU
1358.435846     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1397.203 ms)
1358.436356     | [DISPATCH] Task Activity_1 prende la CPU
1358.538248     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1499.095 ms)
1358.538762     | [DISPATCH] Task Activity_1 prende la CPU
1358.640644     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1600.977 ms)
1358.641167     | [DISPATCH] Task Activity_1 prende la CPU
1358.717771     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1677.581 ms)
1358.717908     | [DISPATCH] Task Activity_1 prende la CPU
1358.718275     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1677.948 ms)
1358.718782     | [DISPATCH] Task Activity_1 prende la CPU
1358.724386     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1683.552 ms)
1358.724819     | [DISPATCH] Task Activity_1 prende la CPU
1358.730466     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1689.199 ms)
1358.730954     | [DISPATCH] Task Activity_1 prende la CPU
1358.731950     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1690.195 ms)
1358.732445     | [DISPATCH] Task Activity_1 prende la CPU
1358.732453     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1690.203 ms)
1358.732856     | [DISPATCH] Task Activity_1 prende la CPU
1358.737072     | [SLEEP]    Task Activity_1 ha TERMINATO l'esecuzione! Costo: 1694.419 ms
1358.835182     | [WAKEUP]   Task Activity_1 Rilasciato (Inizio Percorso 4)
1358.835188     | [DISPATCH] Task Activity_1 prende la CPU
1358.845452     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 10.264 ms)
1358.845999     | [DISPATCH] Task Activity_1 prende la CPU
1359.050281     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 214.546 ms)
1359.050833     | [DISPATCH] Task Activity_1 prende la CPU
1359.081663     | [SLEEP]    Task Activity_2 ha TERMINATO l'esecuzione! Costo: 846.173 ms
1359.081669     | [WAKEUP]   Task Activity_2 Rilasciato (Inizio Percorso 7)
1359.081672     | [DISPATCH] Task Activity_2 prende la CPU
1359.081695     | [SLEEP]    Task Activity_2 ha TERMINATO l'esecuzione! Costo: 0.023 ms
1359.152691     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 316.404 ms)
1359.153202     | [DISPATCH] Task Activity_1 prende la CPU
1359.255074     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 418.276 ms)
1359.255601     | [DISPATCH] Task Activity_1 prende la CPU
1359.357493     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 520.168 ms)
1359.358012     | [DISPATCH] Task Activity_1 prende la CPU
1359.562310     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 724.466 ms)
1359.562865     | [DISPATCH] Task Activity_1 prende la CPU
1359.664667     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 826.268 ms)
1359.665216     | [DISPATCH] Task Activity_1 prende la CPU
1359.767637     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 928.689 ms)
1359.768168     | [DISPATCH] Task Activity_1 prende la CPU
1359.785165     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 945.686 ms)
1359.785236     | [DISPATCH] Task Activity_1 prende la CPU
1359.804229     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 964.679 ms)
1359.804244     | [DISPATCH] Task Activity_1 prende la CPU
1359.834892     | [WAKEUP]   Task Activity_2 Rilasciato (Inizio Percorso 8)
1359.834901     | [DISPATCH] Task Activity_2 prende la CPU
1359.868195     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1028.630 ms)
1359.868215     | [DISPATCH] Task Activity_1 prende la CPU
1359.932170     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1092.585 ms)
1359.932183     | [DISPATCH] Task Activity_1 prende la CPU
1359.971869     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1132.271 ms)
1359.972403     | [DISPATCH] Task Activity_1 prende la CPU
1359.996151     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1156.019 ms)
1359.996172     | [DISPATCH] Task Activity_1 prende la CPU
1360.012135     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1171.982 ms)
1360.012146     | [DISPATCH] Task Activity_1 prende la CPU
1360.074301     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1234.137 ms)
1360.074842     | [DISPATCH] Task Activity_1 prende la CPU
1360.124113     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1283.408 ms)
1360.124131     | [DISPATCH] Task Activity_1 prende la CPU
1360.125463     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1284.740 ms)
1360.125547     | [DISPATCH] Task Activity_1 prende la CPU
1360.125980     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1285.173 ms)
1360.126293     | [DISPATCH] Task Activity_1 prende la CPU
1360.156176     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1315.056 ms)
1360.156697     | [DISPATCH] Task Activity_1 prende la CPU
1360.157212     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1315.571 ms)
1360.157607     | [DISPATCH] Task Activity_1 prende la CPU
1360.176681     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1334.645 ms)
1360.177183     | [DISPATCH] Task Activity_1 prende la CPU
1360.188082     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1345.544 ms)
1360.188104     | [DISPATCH] Task Activity_1 prende la CPU
1360.415070     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1572.510 ms)
1360.415075     | [DISPATCH] Task Activity_1 prende la CPU
1360.415874     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1573.309 ms)
1360.416367     | [DISPATCH] Task Activity_1 prende la CPU
1360.416372     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1573.314 ms)
1360.416756     | [DISPATCH] Task Activity_1 prende la CPU
1360.418071     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 583.170 ms)
1360.418076     | [DISPATCH] Task Activity_2 prende la CPU
1360.435536     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1592.094 ms)
1360.436029     | [DISPATCH] Task Activity_1 prende la CPU
1360.443975     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1600.040 ms)
1360.443990     | [DISPATCH] Task Activity_1 prende la CPU
1360.483903     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1639.953 ms)
1360.484405     | [DISPATCH] Task Activity_1 prende la CPU
1360.559950     | [SLEEP]    Task Activity_1 ha TERMINATO l'esecuzione! Costo: 1715.498 ms
1360.634498     | [WAKEUP]   Task Activity_1 Rilasciato (Inizio Percorso 5)
1360.634509     | [DISPATCH] Task Activity_1 prende la CPU
1360.688690     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 54.181 ms)
1360.689203     | [DISPATCH] Task Activity_1 prende la CPU
1360.692362     | [SLEEP]    Task Activity_2 ha TERMINATO l'esecuzione! Costo: 857.456 ms
1360.692368     | [WAKEUP]   Task Activity_2 Rilasciato (Inizio Percorso 9)
1360.692371     | [DISPATCH] Task Activity_2 prende la CPU
1360.692393     | [SLEEP]    Task Activity_2 ha TERMINATO l'esecuzione! Costo: 0.022 ms
1360.791100     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 156.078 ms)
1360.791632     | [DISPATCH] Task Activity_1 prende la CPU
1360.791862     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 156.308 ms)
1360.792371     | [DISPATCH] Task Activity_1 prende la CPU
1360.792379     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 156.316 ms)
1360.792781     | [DISPATCH] Task Activity_1 prende la CPU
1360.793064     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 156.599 ms)
1360.794404     | [DISPATCH] Task Activity_1 prende la CPU
1360.803525     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 165.720 ms)
1360.803948     | [DISPATCH] Task Activity_1 prende la CPU
1360.831262     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 193.034 ms)
1360.831773     | [DISPATCH] Task Activity_1 prende la CPU
1360.893499     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 254.760 ms)
1360.894016     | [DISPATCH] Task Activity_1 prende la CPU
1360.956117     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 316.861 ms)
1360.956271     | [DISPATCH] Task Activity_1 prende la CPU
1360.956483     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 317.073 ms)
1360.956608     | [DISPATCH] Task Activity_1 prende la CPU
1360.956613     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 317.078 ms)
1360.957121     | [DISPATCH] Task Activity_1 prende la CPU
1360.957128     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 317.085 ms)
1360.957529     | [DISPATCH] Task Activity_1 prende la CPU
1360.957656     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 317.212 ms)
1360.958215     | [DISPATCH] Task Activity_1 prende la CPU
1360.966076     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 325.073 ms)
1360.967033     | [DISPATCH] Task Activity_1 prende la CPU
1360.967121     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 325.161 ms)
