
[!] In attesa dello stream /sys/kernel/debug/tracing/trace_pipe...

================== SCHEDULATORE CRONOLOGICO ==================
TEMPO (s)       | EVENTO
2235.438868     | [DISPATCH] Task Activity_1 prende la CPU
2235.439117     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2452.631000 ms)
2235.439331     | [DISPATCH] Task Activity_1 prende la CPU
2235.439429     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2452.729000 ms)
2235.439589     | [DISPATCH] Task Activity_1 prende la CPU
2235.439636     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2452.776000 ms)
2235.439849     | [DISPATCH] Task Activity_1 prende la CPU
2235.439903     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2452.830000 ms)
2235.440058     | [DISPATCH] Task Activity_1 prende la CPU
2235.440106     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2452.878000 ms)
2235.440289     | [DISPATCH] Task Activity_1 prende la CPU
2235.440477     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2453.066000 ms)
2235.440691     | [DISPATCH] Task Activity_1 prende la CPU
2235.440738     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2453.113000 ms)
2235.440921     | [DISPATCH] Task Activity_1 prende la CPU
2235.440968     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2453.160000 ms)
2235.441181     | [DISPATCH] Task Activity_1 prende la CPU
2235.441229     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2453.208000 ms)
2235.441387     | [DISPATCH] Task Activity_1 prende la CPU
2235.441436     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2453.257000 ms)
2235.441586     | [DISPATCH] Task Activity_1 prende la CPU
2235.441762     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2453.433000 ms)
2235.441958     | [DISPATCH] Task Activity_1 prende la CPU
2235.442227     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2453.702000 ms)
2235.442392     | [DISPATCH] Task Activity_1 prende la CPU
2235.442439     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2453.749000 ms)
2235.442619     | [DISPATCH] Task Activity_1 prende la CPU
2235.442924     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2454.054000 ms)
2235.443081     | [DISPATCH] Task Activity_1 prende la CPU
2235.443128     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2454.101000 ms)
2235.443308     | [DISPATCH] Task Activity_1 prende la CPU
2235.443456     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2454.249000 ms)
2235.443613     | [DISPATCH] Task Activity_1 prende la CPU
2235.443661     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2454.297000 ms)
2235.443830     | [DISPATCH] Task Activity_1 prende la CPU
2235.443994     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2454.461000 ms)
2235.444209     | [DISPATCH] Task Activity_1 prende la CPU
2235.444266     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2454.518000 ms)
2235.444398     | [DISPATCH] Task Activity_1 prende la CPU
2235.444538     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2454.658000 ms)
2235.444695     | [DISPATCH] Task Activity_1 prende la CPU
2235.444743     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2454.706000 ms)
2235.444958     | [DISPATCH] Task Activity_1 prende la CPU
2235.445005     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2454.753000 ms)
2235.445162     | [DISPATCH] Task Activity_1 prende la CPU
2235.445229     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2454.820000 ms)
2235.445421     | [DISPATCH] Task Activity_1 prende la CPU
2235.445626     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2455.025000 ms)
2235.445785     | [DISPATCH] Task Activity_1 prende la CPU
2235.445833     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2455.073000 ms)
2235.446068     | [DISPATCH] Task Activity_1 prende la CPU
2235.446115     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2455.120000 ms)
2235.446276     | [DISPATCH] Task Activity_1 prende la CPU
2235.446323     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2455.167000 ms)
2235.446529     | [DISPATCH] Task Activity_1 prende la CPU
2235.446576     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2455.214000 ms)
2235.446710     | [DISPATCH] Task Activity_1 prende la CPU
2235.446846     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2455.350000 ms)
2235.447022     | [DISPATCH] Task Activity_1 prende la CPU
2235.447070     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2455.398000 ms)
2235.447244     | [DISPATCH] Task Activity_1 prende la CPU
2235.447420     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2455.574000 ms)
2235.447577     | [DISPATCH] Task Activity_1 prende la CPU
2235.447624     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2455.621000 ms)
2235.447829     | [DISPATCH] Task Activity_1 prende la CPU
2235.447878     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2455.670000 ms)
2235.448046     | [DISPATCH] Task Activity_1 prende la CPU
2235.448085     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2455.709000 ms)
2235.448253     | [DISPATCH] Task Activity_1 prende la CPU
2235.448435     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2455.891000 ms)
2235.448603     | [DISPATCH] Task Activity_1 prende la CPU
2235.448825     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2456.113000 ms)
2235.449013     | [DISPATCH] Task Activity_1 prende la CPU
2235.449515     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2456.615000 ms)
2235.449672     | [DISPATCH] Task Activity_1 prende la CPU
2235.449720     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2456.663000 ms)
2235.449944     | [DISPATCH] Task Activity_1 prende la CPU
2235.449992     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2456.711000 ms)
2235.450150     | [DISPATCH] Task Activity_1 prende la CPU
2235.450197     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2456.758000 ms)
2235.450382     | [DISPATCH] Task Activity_1 prende la CPU
2235.450493     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2456.869000 ms)
2235.450651     | [DISPATCH] Task Activity_1 prende la CPU
2235.450698     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2456.916000 ms)
2235.450878     | [DISPATCH] Task Activity_1 prende la CPU
2235.451083     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2457.121000 ms)
2235.451240     | [DISPATCH] Task Activity_1 prende la CPU
2235.451287     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2457.168000 ms)
2235.451456     | [DISPATCH] Task Activity_1 prende la CPU
2235.451529     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2457.241000 ms)
2235.451652     | [DISPATCH] Task Activity_1 prende la CPU
2235.451864     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2457.453000 ms)
2235.452042     | [DISPATCH] Task Activity_1 prende la CPU
2235.452090     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2457.501000 ms)
2235.452262     | [DISPATCH] Task Activity_1 prende la CPU
2235.452425     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2457.664000 ms)
2235.452585     | [DISPATCH] Task Activity_1 prende la CPU
2235.452632     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2457.711000 ms)
2235.452811     | [DISPATCH] Task Activity_1 prende la CPU
2235.452951     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2457.851000 ms)
2235.453111     | [DISPATCH] Task Activity_1 prende la CPU
2235.453159     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2457.899000 ms)
2235.453339     | [DISPATCH] Task Activity_1 prende la CPU
2235.453845     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2458.405000 ms)
2235.454009     | [DISPATCH] Task Activity_1 prende la CPU
2235.457847     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2462.243000 ms)
2235.458036     | [DISPATCH] Task Activity_1 prende la CPU
2235.458094     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2462.301000 ms)
2235.458285     | [DISPATCH] Task Activity_1 prende la CPU
2235.458443     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2462.459000 ms)
2235.458605     | [DISPATCH] Task Activity_1 prende la CPU
2235.458653     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2462.507000 ms)
2235.458836     | [DISPATCH] Task Activity_1 prende la CPU
2235.459827     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2463.498000 ms)
2235.459993     | [DISPATCH] Task Activity_1 prende la CPU
2235.507108     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2510.613000 ms)
2235.507433     | [DISPATCH] Task Activity_1 prende la CPU
2235.555903     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 2070.704000 ms)
2235.555983     | [DISPATCH] Task Activity_2 prende la CPU
2235.609498     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2612.678000 ms)
2235.609807     | [DISPATCH] Task Activity_1 prende la CPU
2235.667951     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 2182.672000 ms)
2235.668028     | [DISPATCH] Task Activity_2 prende la CPU
2235.668071     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 2182.715000 ms)
2235.856972     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2859.843000 ms)
2235.857265     | [DISPATCH] Task Activity_1 prende la CPU
2235.894104     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2896.682000 ms)
2235.894190     | [DISPATCH] Task Activity_1 prende la CPU
2235.894509     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2897.001000 ms)
2235.894793     | [DISPATCH] Task Activity_1 prende la CPU
2235.914763     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2916.971000 ms)
2235.914965     | [DISPATCH] Task Activity_1 prende la CPU
2235.955287     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2957.293000 ms)
2235.955389     | [DISPATCH] Task Activity_1 prende la CPU
2236.116015     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3117.919000 ms)
2236.116028     | [DISPATCH] Task Activity_1 prende la CPU
2236.180029     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3181.920000 ms)
2236.180045     | [DISPATCH] Task Activity_1 prende la CPU
2236.206199     | [DISPATCH] Task Activity_2 prende la CPU
2236.223922     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3225.797000 ms)
2236.224245     | [DISPATCH] Task Activity_1 prende la CPU
2236.246045     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3247.597000 ms)
2236.246130     | [DISPATCH] Task Activity_1 prende la CPU
2236.246449     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3247.916000 ms)
2236.246484     | [DISPATCH] Task Activity_1 prende la CPU
2236.246494     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3247.926000 ms)
2236.246537     | [DISPATCH] Task Activity_1 prende la CPU
2236.247396     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3248.785000 ms)
2236.247478     | [DISPATCH] Task Activity_1 prende la CPU
2236.327240     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3328.547000 ms)
2236.327353     | [DISPATCH] Task Activity_1 prende la CPU
2236.327393     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3328.587000 ms)
2236.327434     | [DISPATCH] Task Activity_1 prende la CPU
2236.350949     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3352.102000 ms)
2236.351003     | [DISPATCH] Task Activity_1 prende la CPU
2236.372057     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3373.156000 ms)
2236.372076     | [DISPATCH] Task Activity_1 prende la CPU
2236.436072     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3437.152000 ms)
2236.436094     | [DISPATCH] Task Activity_1 prende la CPU
2236.444974     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3446.032000 ms)
2236.445118     | [DISPATCH] Task Activity_1 prende la CPU
2236.447129     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3448.043000 ms)
2236.447233     | [DISPATCH] Task Activity_1 prende la CPU
2236.447535     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3448.345000 ms)
2236.447651     | [DISPATCH] Task Activity_1 prende la CPU
2236.447695     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3448.389000 ms)
2236.447828     | [DISPATCH] Task Activity_1 prende la CPU
2236.447891     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3448.452000 ms)
2236.448020     | [DISPATCH] Task Activity_1 prende la CPU
2236.448040     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3448.472000 ms)
2236.448164     | [DISPATCH] Task Activity_1 prende la CPU
2236.448191     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3448.499000 ms)
2236.448310     | [DISPATCH] Task Activity_1 prende la CPU
2236.448506     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3448.695000 ms)
2236.448621     | [DISPATCH] Task Activity_1 prende la CPU
2236.448641     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3448.715000 ms)
2236.448776     | [DISPATCH] Task Activity_1 prende la CPU
2236.448822     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3448.761000 ms)
2236.448930     | [DISPATCH] Task Activity_1 prende la CPU
2236.449348     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3449.179000 ms)
2236.449466     | [DISPATCH] Task Activity_1 prende la CPU
2236.449511     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3449.224000 ms)
2236.449652     | [DISPATCH] Task Activity_1 prende la CPU
2236.449701     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3449.273000 ms)
2236.449818     | [DISPATCH] Task Activity_1 prende la CPU
2236.449846     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3449.301000 ms)
2236.449987     | [DISPATCH] Task Activity_1 prende la CPU
2236.450037     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3449.351000 ms)
2236.450161     | [DISPATCH] Task Activity_1 prende la CPU
2236.450189     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3449.379000 ms)
2236.450312     | [DISPATCH] Task Activity_1 prende la CPU
2236.450492     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3449.559000 ms)
2236.450612     | [DISPATCH] Task Activity_1 prende la CPU
2236.450640     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3449.587000 ms)
2236.450770     | [DISPATCH] Task Activity_1 prende la CPU
2236.450822     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3449.639000 ms)
2236.450941     | [DISPATCH] Task Activity_1 prende la CPU
2236.450968     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3449.666000 ms)
2236.451108     | [DISPATCH] Task Activity_1 prende la CPU
2236.451163     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3449.721000 ms)
2236.451280     | [DISPATCH] Task Activity_1 prende la CPU
2236.451307     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3449.748000 ms)
2236.451425     | [DISPATCH] Task Activity_1 prende la CPU
2236.452588     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3450.911000 ms)
2236.452706     | [DISPATCH] Task Activity_1 prende la CPU
2236.452749     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3450.954000 ms)
2236.452872     | [DISPATCH] Task Activity_1 prende la CPU
2236.453179     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3451.261000 ms)
2236.453297     | [DISPATCH] Task Activity_1 prende la CPU
2236.453325     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3451.289000 ms)
2236.453449     | [DISPATCH] Task Activity_1 prende la CPU
2236.453602     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3451.442000 ms)
2236.453720     | [DISPATCH] Task Activity_1 prende la CPU
2236.453747     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3451.469000 ms)
2236.453880     | [DISPATCH] Task Activity_1 prende la CPU
2236.453930     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3451.519000 ms)
2236.454048     | [DISPATCH] Task Activity_1 prende la CPU
2236.454082     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3451.553000 ms)
2236.454218     | [DISPATCH] Task Activity_1 prende la CPU
2236.454265     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3451.600000 ms)
2236.454381     | [DISPATCH] Task Activity_1 prende la CPU
2236.454400     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3451.619000 ms)
2236.454521     | [DISPATCH] Task Activity_1 prende la CPU
2236.454549     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3451.647000 ms)
2236.454663     | [DISPATCH] Task Activity_1 prende la CPU
2236.454922     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3451.906000 ms)
2236.455054     | [DISPATCH] Task Activity_1 prende la CPU
2236.455081     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3451.933000 ms)
2236.455201     | [DISPATCH] Task Activity_1 prende la CPU
2236.455229     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3451.961000 ms)
2236.455359     | [DISPATCH] Task Activity_1 prende la CPU
2236.455387     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3451.989000 ms)
2236.455507     | [DISPATCH] Task Activity_1 prende la CPU
2236.455534     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3452.016000 ms)
2236.455683     | [DISPATCH] Task Activity_1 prende la CPU
2236.455712     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3452.045000 ms)
2236.455824     | [DISPATCH] Task Activity_1 prende la CPU
2236.456103     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3452.324000 ms)
2236.456223     | [DISPATCH] Task Activity_1 prende la CPU
2236.456243     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3452.344000 ms)
2236.456366     | [DISPATCH] Task Activity_1 prende la CPU
2236.456828     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3452.806000 ms)
2236.456948     | [DISPATCH] Task Activity_1 prende la CPU
2236.456976     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3452.834000 ms)
2236.457116     | [DISPATCH] Task Activity_1 prende la CPU
2236.457225     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3452.943000 ms)
2236.457341     | [DISPATCH] Task Activity_1 prende la CPU
2236.457360     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3452.962000 ms)
2236.457475     | [DISPATCH] Task Activity_1 prende la CPU
2236.457590     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3453.077000 ms)
2236.457714     | [DISPATCH] Task Activity_1 prende la CPU
2236.457736     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3453.099000 ms)
2236.457852     | [DISPATCH] Task Activity_1 prende la CPU
2236.457872     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3453.119000 ms)
2236.457997     | [DISPATCH] Task Activity_1 prende la CPU
2236.458029     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3453.151000 ms)
2236.458150     | [DISPATCH] Task Activity_1 prende la CPU
2236.458435     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3453.436000 ms)
2236.458571     | [DISPATCH] Task Activity_1 prende la CPU
2236.458754     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3453.619000 ms)
2236.458870     | [DISPATCH] Task Activity_1 prende la CPU
2236.458889     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3453.638000 ms)
2236.459021     | [DISPATCH] Task Activity_1 prende la CPU
2236.459074     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3453.691000 ms)
2236.459186     | [DISPATCH] Task Activity_1 prende la CPU
2236.459205     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3453.710000 ms)
2236.459336     | [DISPATCH] Task Activity_1 prende la CPU
2236.459386     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3453.760000 ms)
2236.459502     | [DISPATCH] Task Activity_1 prende la CPU
2236.459522     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3453.780000 ms)
2236.459641     | [DISPATCH] Task Activity_1 prende la CPU
2236.459770     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3453.909000 ms)
2236.459887     | [DISPATCH] Task Activity_1 prende la CPU
2236.459907     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3453.929000 ms)
2236.460046     | [DISPATCH] Task Activity_1 prende la CPU
2236.460090     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3453.973000 ms)
2236.460204     | [DISPATCH] Task Activity_1 prende la CPU
2236.460223     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3453.992000 ms)
2236.460363     | [DISPATCH] Task Activity_1 prende la CPU
2236.460414     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3454.043000 ms)
2236.460538     | [DISPATCH] Task Activity_1 prende la CPU
2236.460582     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3454.087000 ms)
2236.460700     | [DISPATCH] Task Activity_1 prende la CPU
2236.460719     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3454.106000 ms)
2236.460849     | [DISPATCH] Task Activity_1 prende la CPU
2236.461079     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3454.336000 ms)
2236.461195     | [DISPATCH] Task Activity_1 prende la CPU
2236.461224     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3454.365000 ms)
2236.461353     | [DISPATCH] Task Activity_1 prende la CPU
2236.461429     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3454.441000 ms)
2236.461550     | [DISPATCH] Task Activity_1 prende la CPU
2236.461569     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3454.460000 ms)
2236.461690     | [DISPATCH] Task Activity_1 prende la CPU
2236.461847     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3454.617000 ms)
2236.461982     | [DISPATCH] Task Activity_1 prende la CPU
2236.462001     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3454.636000 ms)
2236.462135     | [DISPATCH] Task Activity_1 prende la CPU
2236.462235     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3454.736000 ms)
2236.462352     | [DISPATCH] Task Activity_1 prende la CPU
2236.462371     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3454.755000 ms)
2236.462492     | [DISPATCH] Task Activity_1 prende la CPU
2236.462604     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3454.867000 ms)
2236.462720     | [DISPATCH] Task Activity_1 prende la CPU
2236.462739     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3454.886000 ms)
2236.462860     | [DISPATCH] Task Activity_1 prende la CPU
2236.462961     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3454.987000 ms)
2236.463084     | [DISPATCH] Task Activity_1 prende la CPU
2236.463103     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3455.006000 ms)
2236.463207     | [DISPATCH] Task Activity_1 prende la CPU
2236.463750     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3455.549000 ms)
2236.463864     | [DISPATCH] Task Activity_1 prende la CPU
2236.500086     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3491.771000 ms)
2236.500107     | [DISPATCH] Task Activity_1 prende la CPU
2236.503164     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3494.828000 ms)
2236.503171     | [DISPATCH] Task Activity_1 prende la CPU
2236.505454     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3497.111000 ms)
2236.505571     | [DISPATCH] Task Activity_1 prende la CPU
2236.505616     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3497.156000 ms)
2236.505735     | [DISPATCH] Task Activity_1 prende la CPU
2236.505849     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3497.270000 ms)
2236.505965     | [DISPATCH] Task Activity_1 prende la CPU
2236.505984     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3497.289000 ms)
2236.506115     | [DISPATCH] Task Activity_1 prende la CPU
2236.506167     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 2482.683000 ms)
2236.506173     | [DISPATCH] Task Activity_2 prende la CPU
2236.507434     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3498.608000 ms)
2236.507540     | [DISPATCH] Task Activity_1 prende la CPU
2236.531054     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3522.122000 ms)
2236.531143     | [DISPATCH] Task Activity_1 prende la CPU
2236.628116     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3619.095000 ms)
2236.628140     | [DISPATCH] Task Activity_1 prende la CPU
